상호명,지점명,시군구명,도로명주소,상가유형,행정동명_추정,임대료_분류,전용면적,전용면적(평),평당임대료,추정임대료(천원)
차차,,광진구,서울특별시 광진구 긴고랑로11길 30,소규모,중곡동,기타,129.85919487515372,39.28222967970044,149.785798,5883.920119793215
다크에디션커피,,서대문구,서울특별시 서대문구 연희로11마길 12,소규모,연희동,기타,129.8342987358395,39.274698631447606,150.645306,5916.548993392206
미스터빈커피,,성북구,서울특별시 성북구 화랑로 103,소규모,하월곡동,기타,129.8254420726517,39.27201950288937,115.93440600000001,4552.978253487895
커피집,,서초구,서울특별시 서초구 반포대로9길 80,소규모,서초동,기타,129.82425770723486,39.271661233962995,285.224424,11201.236954980224
메가엠지씨커피,중앙대점,동작구,서울특별시 동작구 흑석로 103,소규모,흑석동,기타,129.7729897823063,39.25615275646025,164.397434,6453.610781874093
포트캔커피,독산점,금천구,서울특별시 금천구 독산로75길 16,소규모,독산동,기타,129.69535067464432,39.23266703207826,123.273282,4836.339626657486
초이스커피숍,,강동구,서울특별시 강동구 상암로 16,소규모,암사동,기타,129.68704479915647,39.23015451604951,150.645306,5909.8386314975605
포석정,,종로구,서울특별시 종로구 대학로11길 38-10,소규모,명륜4가,기타,129.68539939238897,39.22965678274214,115.107956,4515.645606842983
이디야오목교대학학원점,,양천구,서울특별시 양천구 오목로 319,소규모,목동,기타,129.6849390808294,39.229517539121964,115.93440600000001,4548.050813564687
나우커피목동,사랑점,양천구,서울특별시 양천구 목동중앙본로5길 29,소규모,목동,기타,129.6653636052546,39.22359598440759,115.93440600000001,4547.364301636279
가화,,중구,서울특별시 중구 세종대로18길 14,소규모,북창동,기타,129.65161040840724,39.21943566108271,114.744318,4500.207397275815
지구캣,,종로구,서울특별시 종로구 동숭길 47,소규모,동숭동,기타,129.64444062005063,39.21726680986467,139.60393399999998,5474.884727384737
아이스아프리카,,종로구,서울특별시 종로구 동숭길 47,소규모,동숭동,기타,129.64444062005063,39.21726680986467,102.97567,4038.4243253145764
사주카페큐,,서대문구,서울특별시 서대문구 이화여대7길 20-5,소규모,대현동,기타,129.63616680339095,39.2147639915878,90.975616,3567.587310429319
단일서울,,성동구,서울특별시 성동구 왕십리로 66-33,소규모,성수동1가,기타,129.63455055765564,39.214275079452975,139.60393399999998,5474.467070049797
담연,,서초구,서울특별시 서초구 효령로31길 81,소규모,방배동,기타,129.60233152395244,39.20452886561572,148.794058,5833.4009418931
에프씨씨,,광진구,서울특별시 광진구 용마산로3길 88,소규모,중곡동,기타,129.59731403561352,39.20301108222322,208.033994,8155.558972261159
더벤티신정네거리역점,,양천구,서울특별시 양천구 중앙로 247,소규모,신정동,기타,129.58482582416949,39.1992334152609,102.97567,4036.567324422879
달다어요,,관악구,서울특별시 관악구 신림로68길 38,소규모,신림동,기타,129.58434738370968,39.19908868767308,139.60393399999998,5472.346990014059
사일삼프로젝트,,강남구,서울특별시 강남구 논현로97길 19-11,소규모,역삼동,기타,129.57949671861257,39.19762136808415,149.785798,5871.246996320336
이디야커피시흥유통,센터점,금천구,서울특별시 금천구 시흥대로 88,소규모,시흥동,기타,129.57672672051248,39.19678344742951,225.257212,8829.35815873572
너드플래닛,,마포구,서울특별시 마포구 와우산로13길 40,소규모,서교동,기타,129.57609161208833,39.19659132799575,90.975616,3565.9340411646713
해머스미스커피선릉,사랑점,강남구,서울특별시 강남구 테헤란로77길 6,소규모,삼성동,기타,129.53136396474363,39.18306127555921,164.397434,6441.594729966701
어스커피,,용산구,서울특별시 용산구 우사단로4길 22-22,소규모,보광동,기타,129.52793310465285,39.18202344505198,150.645306,5902.58791157903
교대커피,,서초구,서울특별시 서초구 서초대로 306,소규모,서초동,기타,129.51855629003822,39.17918697139519,225.257212,8825.394425603205
그래그릭,,광진구,서울특별시 광진구 능동로 324-1,소규모,중곡동,기타,129.46751489307,39.163747018292085,150.645306,5899.834653677199
더새봄,,강북구,서울특별시 강북구 인수봉로78길 19,소규모,수유동,기타,129.45444013898697,39.159791922979906,149.785798,5865.5806826974995
메이드바이제이,,강남구,서울특별시 강남구 언주로97길 13,소규모,역삼동,기타,129.41458063065346,39.14773447596753,145.984128,5714.947880649657
더벤티방학역점,,도봉구,서울특별시 도봉구 도봉로153길 14,소규모,도봉동,기타,129.4090096200973,39.14604925285779,150.645306,5897.168568387834
꼬숨커피,,동작구,서울특별시 동작구 동작대로7길 18,소규모,사당동,기타,129.38693749572926,39.13937246528201,150.645306,5896.162741680383
레드닷커피,,서초구,서울특별시 서초구 논현로31길 64,소규모,양재동,기타,129.36378268257715,39.13236816582284,150.645306,5895.107576845041
엔돌픽,,강남구,서울특별시 강남구 테헤란로27길 31,소규모,역삼동,기타,129.33387491937324,39.12332110816542,123.273282,4822.860195743428
카페미니,,노원구,서울특별시 노원구 동일로242가길 30-12,소규모,상계동,기타,129.32037449269404,39.119237247472334,150.645306,5893.129465632068
까사드선주,,서대문구,서울특별시 서대문구 연희로25길 72,소규모,연희동,기타,129.3171875853523,39.11827321233961,102.97567,4028.2303932837235
커피빈외대앞점,코리아,동대문구,서울특별시 동대문구 이문로 106,소규모,이문동,기타,129.30512085941328,39.114623044168816,90.975616,3558.4769260510534
감연,,송파구,서울특별시 송파구 석촌호수로18길 11,소규모,석촌동,기타,129.295992894828,39.11186184730716,115.93440600000001,4534.410470821619
북촌원카페,,종로구,서울특별시 종로구 북촌로11길 9-4,소규모,가회동,기타,129.29248818855967,39.11080167843175,145.984128,5709.556278406795
디피스트,,동작구,서울특별시 동작구 동작대로27길 31,소규모,사당동,기타,129.2884433084965,39.10957810771871,285.224424,11155.006888657079
빽다방돈암점,,성북구,서울특별시 성북구 동소문로 113,소규모,동선동4가,기타,129.283875519226,39.10819635768225,285.224424,11154.61277979882
에그허그,,광진구,서울특별시 광진구 천호대로143길 8-5,소규모,광장동,기타,129.26371795865234,39.10209872304808,149.785798,5856.939060706538
히자우,,서대문구,서울특별시 서대문구 세검정로4길 6,소규모,홍제동,기타,129.2573705532501,39.100178641554265,164.397434,6427.9690376131275
슬리핑피쉬샤로수,,관악구,서울특별시 관악구 관악로12길 45-9,소규모,봉천동,기타,129.2553611608763,39.09957080309647,145.984128,5707.916748864298
까페캠퍼,잠실점,송파구,서울특별시 송파구 백제고분로15길 16,소규모,잠실동,기타,129.2010568617336,39.0831438265272,102.97567,4024.612921243002
텐퍼센트커피오금역점,,송파구,서울특별시 송파구 양재대로66길 41,소규모,가락동,기타,129.19219051704016,39.08046176932669,285.224424,11146.702197810226
마인드F&B,,송파구,서울특별시 송파구 양재대로66길 41,소규모,가락동,기타,129.19219051704016,39.08046176932669,225.257212,8803.155861831117
커피스토리,,구로구,서울특별시 구로구 중앙로 93,소규모,고척동,기타,129.16795414580594,39.07313030001995,140.33121,5483.179653489462
양지다방,,서대문구,서울특별시 서대문구 명지대1라길 13,소규모,남가좌동,기타,129.16571960250207,39.07245435371228,149.785798,5852.498755189368
붕미당,,강동구,서울특별시 강동구 천호옛14길 15,소규모,성내동,기타,129.1655217609962,39.07239450692607,136.463424,5331.952738293923
요고프로즌요거트,역삼점,강남구,서울특별시 강남구 도곡로21길 15,소규모,역삼동,기타,129.1555536231067,39.06937915878356,115.93440600000001,4529.485265562353
떼루와도,봉산점,도봉구,서울특별시 도봉구 도봉산4나길 37,소규모,도봉동,기타,129.14223849708495,39.06535135128711,226.84399600000003,8861.740405669969
델픽안국지점,,종로구,서울특별시 종로구 계동길 84-3,소규모,계동,기타,129.11849243375127,39.05816819945286,131.33943399999998,5129.877704392937
라스페스,,강남구,서울특별시 강남구 도산대로1길 10,소규모,신사동,기타,129.09685146877314,39.051621837005605,136.463424,5329.1180286309545
카페수달하다,,광진구,서울특별시 광진구 동일로62길 14,소규모,중곡동,기타,129.0791921167207,39.04627990704843,140.33121,5479.411705354793
업사이드커피,논현점,강남구,서울특별시 강남구 도산대로38길 20,소규모,논현동,기타,129.06274634936233,39.041305084809224,123.273282,4812.749811367721
매머드익스프레스종로5가점,,종로구,서울특별시 종로구 종로31길 46-1,소규모,연지동,기타,129.04443194275473,39.0357650017408,150.645306,5880.554763631333
인덴트커피룸,,마포구,서울특별시 마포구 희우정로20길 15,소규모,망원동,기타,129.01921972907186,39.0281383414217,208.033994,8119.179497550493
카페도트,,양천구,서울특별시 양천구 목동중앙남로4길 11,소규모,목동,기타,128.99428498922947,39.02059561656164,150.645306,5878.269566959188
블랙스미스,,광진구,서울특별시 광진구 뚝섬로32길 25,소규모,자양동,기타,128.89601427517692,38.99086885933115,177.984272,6939.761408575526
커피에반하다독산초점,,금천구,서울특별시 금천구 시흥대로104길 26,소규모,독산동,기타,128.8786522325864,38.9856168650815,150.645306,5873.000182238963
이디야커피명동역점,,중구,서울특별시 중구 퇴계로 103,소규모,충무로1가,기타,128.87316214638187,38.983956121477966,150.645306,5872.749999010622
리츠카페,,광진구,서울특별시 광진구 구의로4길 16,소규모,구의동,기타,128.8668724430134,38.982053494770824,285.224424,11118.633754383196
오월,,동작구,서울특별시 동작구 성대로1길 21,소규모,상도동,기타,128.86189919087394,38.98054909276845,90.975616,3546.279465732851
나우커피,,노원구,서울특별시 노원구 상계로1길 62-57,소규모,상계동,기타,128.84573385006792,38.975659099179595,150.645306,5871.500091547595
메가커피금천현대,시장점,금천구,서울특별시 금천구 독산로 131,소규모,시흥동,기타,128.83891641786963,38.9735968352198,139.60393399999998,5440.867440326633
플랜트랩,,동대문구,서울특별시 동대문구 장한로28가길 70,소규모,장안동,기타,128.81266545498067,38.96565595467986,140.33121,5468.09764856393
커피랑,,동대문구,서울특별시 동대문구 장한로28가길 70,소규모,장안동,기타,128.81266545498067,38.96565595467986,136.463424,5317.386829981603
메이비누스안녕;낯선사람,,마포구,서울특별시 마포구 어울마당로5길 40,소규모,서교동,기타,128.77922912320324,38.95554150983219,226.84399600000003,8836.830702434208
페르남부쿠,,강동구,서울특별시 강동구 풍성로41길 95,소규모,성내동,기타,128.76341783897263,38.95075861787544,225.257212,8773.939291547595
시얏,,마포구,서울특별시 마포구 효창목길 16,소규모,공덕동,기타,128.7616709932695,38.95023019942812,150.645306,5867.669347163291
다반향,,강동구,서울특별시 강동구 양재대로97길 53-4,소규모,성내동,기타,128.75388362398596,38.947874530820364,177.984272,6932.109094315404
청소년카페똥꼬다락방,,강동구,서울특별시 강동구 동남로65길 12,소규모,명일동,기타,128.7378002743619,38.943009339452445,131.33943399999998,5114.752804900398
더달달,,강남구,서울특별시 강남구 강남대로102길 38-6,소규모,역삼동,기타,128.70684279201657,38.93364474318367,140.33121,5463.605476521104
카페천국,신림점,관악구,서울특별시 관악구 서림3길 9,소규모,신림동,기타,128.7019469555734,38.932163759324034,101.256654,3942.1406352492127
울트라브이카페,,성동구,서울특별시 성동구 상원길 22,소규모,성수동1가,기타,128.65395142950354,38.917645178021516,177.984272,6926.72874496447
카페드마레,,강남구,서울특별시 강남구 선릉로129길 23,소규모,논현동,기타,128.65182091570273,38.91700070049692,225.257212,8766.335077195983
카페모모이,,마포구,서울특별시 마포구 와우산로13길 35,소규모,상수동,기타,128.62437736072724,38.908699062474206,140.33121,5460.104818962871
풀딥커피,,중구,서울특별시 중구 퇴계로 388-1,소규모,신당동,기타,128.61388913138828,38.90552638737621,123.273282,4796.011925709469
메가엠지씨커피충무아트,센터점,중구,서울특별시 중구 퇴계로 388-1,소규모,신당동,기타,128.61388913138828,38.90552638737621,140.33121,5459.6595936274325
네세서리커피,,강남구,서울특별시 강남구 양재대로35길 5,소규모,일원동,기타,128.60637764180294,38.90325417200161,150.645306,5860.59262913696
바스타로스터스,,노원구,서울특별시 노원구 한글비석로46길 44,소규모,상계동,기타,128.60177292548485,38.90186125158353,136.463424,5308.681186364014
바스타카페,,노원구,서울특별시 노원구 한글비석로46길 44,소규모,상계동,기타,128.60177292548485,38.90186125158353,139.60393399999998,5430.852870643224
영커피맥주,,강서구,서울특별시 강서구 곰달래로 137,소규모,화곡동,기타,128.6014109055601,38.9017517410491,131.33943399999998,5109.334055277902
메가엠지씨커피논현,개나리점,강남구,서울특별시 강남구 학동로20길 16,소규모,논현동,기타,128.5625400780797,38.88999336864895,115.107956,4476.547645518735
빽다방숭실대점,,동작구,서울특별시 동작구 사당로 10,소규모,상도동,기타,128.559453165138,38.889059581686126,140.33121,5457.348786860108
스스쿠,,성북구,서울특별시 성북구 고려대로11길 65,소규모,안암동1가,기타,128.54528963793092,38.884775133986,174.083428,6769.1949523334415
팬스페이스,,마포구,서울특별시 마포구 신촌로16길 22,소규모,노고산동,기타,128.53394991182284,38.88134488227444,101.256654,3936.9948857991335
안다미로,,광진구,서울특별시 광진구 아차산로25길 8,소규모,화양동,기타,128.50595992164227,38.872877948346016,148.794058,5784.053256073118
달달스콘,,관악구,서울특별시 관악구 조원로 129,소규모,신림동,기타,128.4966287064503,38.87005526845251,102.97567,4002.669984205927
에브리데이몬데이카페,,송파구,서울특별시 송파구 송파대로48길 14,소규모,송파동,기타,128.49211990742594,38.868691362885215,140.33121,5454.490490070231
잘루,,서대문구,서울특별시 서대문구 연희로11나길 7-5,소규모,연희동,기타,128.48949132664998,38.867896220778626,136.463424,5304.046201964111
을지소월,,중구,서울특별시 중구 을지로35길 13,소규모,주교동,기타,128.47399777214721,38.863209441632044,208.033994,8084.868679801224
포뮬라커피컴퍼니,,용산구,서울특별시 용산구 보광로 104,소규모,이태원동,기타,128.47188956716525,38.862571712494784,145.984128,5673.3186432860175
매머드익스프레스용산,구청점,용산구,서울특별시 용산구 녹사평대로32길 51,소규모,이태원동,기타,128.47038389492658,38.862116248692175,115.107956,4473.338767221344
매머드익스프레스북,창동점,중구,서울특별시 중구 남대문로1길 14,소규모,북창동,기타,128.45206655205652,38.856575277408346,139.60393399999998,5424.530770493346
그라운드플로어,,강북구,서울특별시 강북구 솔매로45길 50,소규모,미아동,기타,128.44612240659382,38.85477718149731,102.97567,4001.096712965397
이스트,,마포구,서울특별시 마포구 양화로11길 24,소규모,서교동,기타,128.41148465241605,38.84429930800897,115.107956,4471.287895597127
클로리스,,서대문구,서울특별시 서대문구 연세로4길 38,소규모,창천동,기타,128.40792642795867,38.843222949954225,114.744318,4457.039126314446
덕수궁전통차전문,,중구,서울특별시 중구 서소문로 109,소규모,서소문동,기타,128.38871512279678,38.83741155629402,140.33121,5450.100956962723
브루다시청,,중구,서울특별시 중구 서소문로 109,소규모,서소문동,기타,128.38871512279678,38.83741155629402,225.257212,8748.407048467372
더미라클,,용산구,서울특별시 용산구 한남대로27가길 1,소규모,한남동,기타,128.3514470448396,38.82613801344292,139.60393399999998,5420.281608703576
힐링타로카페,,송파구,서울특별시 송파구 풍성로25길 37-1,소규모,풍납동,기타,128.3404692516454,38.822817245945124,139.60393399999998,5419.8180164969845
모닝캄컴퍼니,,마포구,서울특별시 마포구 성미산로 192,소규모,연남동,기타,128.333654659631,38.82075584113709,136.463424,5297.6132643495675
할리스커피,미아역점,강북구,서울특별시 강북구 도봉로 203,소규모,미아동,기타,128.31878498560565,38.81625778498567,101.256654,3930.4043841091006
연남동그라미,,마포구,서울특별시 마포구 성미산로32길 10,소규모,연남동,기타,128.31658289566468,38.81559165577612,114.744318,4453.868592308521
라떼킹,성수점,성동구,서울특별시 성동구 왕십리로 98,소규모,성수동1가,기타,128.30255595770706,38.81134852613802,208.033994,8074.079846418505
필링필링,,동작구,서울특별시 동작구 만양로18길 22,소규모,노량진동,기타,128.2980244260018,38.809977743965696,148.794058,5774.694079414341
카페휘난,,강남구,서울특별시 강남구 개포로22길 9,소규모,개포동,기타,128.29120313843399,38.80791431376187,174.083428,6755.814757269934
설빙,신림점,관악구,서울특별시 관악구 남부순환로 1598,소규모,신림동,기타,128.28850825049508,38.80709911382875,149.785798,5812.752308829932
파스쿠찌신사역점,,서초구,서울특별시 서초구 강남대로101길 7,소규모,잠원동,기타,128.28391172794792,38.80570867201522,139.60393399999998,5417.42959227124
빽다방신촌역점,,서대문구,서울특별시 서대문구 연세로2길 6,소규모,창천동,기타,128.28043868828675,38.80465808224537,164.397434,6379.3862159684995
컴포즈커피대림성모,병원점,동작구,서울특별시 동작구 신대방길 116,소규모,신대방동,기타,128.27289950015307,38.802377488097605,225.257212,8740.51537194043
옐로우크레마,,강동구,서울특별시 강동구 풍성로54길 18,소규모,성내동,기타,128.23482458635985,38.7908598785044,114.744318,4451.030761392551
카페게이트,건대점,광진구,서울특별시 광진구 아차산로29길 29,소규모,화양동,기타,128.22099820842675,38.78667741800071,115.107956,4464.655157617419
메가엠지씨커피수유,사거리점,강북구,서울특별시 강북구 도봉로 289,소규모,수유동,기타,128.2007348808576,38.78054778899437,145.984128,5661.344452338671
두목커피,,서초구,서울특별시 서초구 신반포로47길 26,소규모,잠원동,기타,128.1815845217073,38.77475483141971,148.794058,5769.4531193220455
메가엠지씨커피화곡,중앙점,강서구,서울특별시 강서구 까치산로 79,소규모,화곡동,기타,128.16990951182623,38.77122315682323,136.463424,5290.8538646481875
커피와쟁이,,서초구,서울특별시 서초구 논현로11길 6-23,소규모,양재동,기타,128.16199943480038,38.76883036929045,177.984272,6900.2420495696515
거기커피,,은평구,서울특별시 은평구 갈현로23길 10-5,소규모,갈현동,기타,128.14336351000682,38.76319302740844,149.785798,5806.175800638409
모프,,용산구,서울특별시 용산구 두텁바위로1길 36,소규모,갈월동,기타,128.1300849570714,38.759176283220825,148.794058,5767.135123917784
히크엣눙크,,서초구,서울특별시 서초구 반포대로9길 79,소규모,서초동,기타,128.0908734076087,38.74731484288484,114.744318,4446.0342159780985
더벤티천호역,성내점,강동구,서울특별시 강동구 올림픽로62길 18,소규모,성내동,기타,128.08722931527814,38.74621250991534,139.60393399999998,5409.123693984195
헬로펠라스,,동대문구,서울특별시 동대문구 천장산로7길 62,소규모,이문동,기타,128.0731997524971,38.74196858627173,102.97567,3989.480172290284
빈티지935,,강남구,서울특별시 강남구 선릉로62길 27-5,소규모,대치동,기타,128.05750089160898,38.73721970222306,164.397434,6368.299519339715
제도,,종로구,서울특별시 종로구 자하문로 236,소규모,부암동,기타,128.04618754929396,38.73379743157298,102.97567,3988.638742160507
니모닉커피하우스,,종로구,서울특별시 종로구 자하문로 236,소규모,부암동,기타,128.04618754929396,38.73379743157298,115.107956,4458.5682504664155
위드커피,,마포구,서울특별시 마포구 양화로18안길 12,소규모,동교동,기타,128.0130262093432,38.72376617137854,208.033994,8055.859739353967
홀리다,,광진구,서울특별시 광진구 자양로13길 16,소규모,자양동,기타,128.00016742939118,38.719876407947,115.107956,4456.965829891401
냥토피아,,광진구,서울특별시 광진구 능동로 147-1,소규모,화양동,기타,127.98980110117355,38.716740607772266,150.645306,5832.495236180479
딜란스쿠키,,광진구,서울특별시 광진구 자양로28길 6,소규모,구의동,기타,127.97385806241576,38.711917860250395,164.397434,6364.139961443936
빽다방,동대문역점,종로구,서울특별시 종로구 종로 289,소규모,창신동,기타,127.95218625296937,38.70536216739348,226.84399600000003,8780.079020678759
말릭커피로스터스,,마포구,서울특별시 마포구 와우산로 39-21,소규모,상수동,기타,127.94379378399077,38.70282345695165,226.84399600000003,8779.503129457447
펠앤콜,,마포구,서울특별시 마포구 와우산로 39-21,소규모,상수동,기타,127.94379378399077,38.70282345695165,90.975616,3521.0132049354256
비건앤비건원더로우,,관악구,서울특별시 관악구 관악로12길 105,소규모,봉천동,기타,127.94125232363078,38.7020546686523,226.84399600000003,8779.328734447545
서촌쌍화,,종로구,서울특별시 종로구 자하문로1길 50-19,소규모,필운동,기타,127.92246452056408,38.6963713837994,177.984272,6887.34548978717
샵도노커피,,용산구,서울특별시 용산구 두텁바위로 81-2,소규모,후암동,기타,127.89115361268493,38.68689987678775,208.033994,8048.190296846264
이디아신촌기차역점,,서대문구,서울특별시 서대문구 신촌역로 35,소규모,창천동,기타,127.885065095424,38.68505810860427,148.794058,5756.106779945034
빽다방안국역점,,종로구,서울특별시 종로구 율곡로 63,소규모,재동,기타,127.87801273380626,38.682924778814886,140.33121,5428.421640550076
페이브,,강동구,서울특별시 강동구 성내로6길 34,소규모,성내동,기타,127.87332885001496,38.681507910343925,208.033994,8047.068584531441
랩트,,서대문구,서울특별시 서대문구 연희로11길 51,소규모,연희동,기타,127.87274630438432,38.68133169108365,90.975616,3519.057978296657
인터렉트,,강남구,서울특별시 강남구 강남대로118길 16,소규모,논현동,기타,127.87093907585219,38.68078500691276,149.785798,5793.832249526863
카페인선유,,영등포구,서울특별시 영등포구 선유로49길 25,소규모,양평동4가,기타,127.86834857302739,38.68000138333456,101.256654,3916.6075167918293
레스트어와일,,동작구,서울특별시 동작구 보라매로7가길 4,소규모,신대방동,기타,127.86137715800676,38.677892539780615,164.397434,6358.546286067676
은지다방,,강동구,서울특별시 강동구 성안로 96,소규모,성내동,기타,127.8263303784968,38.667290936686065,102.97567,3981.790191290175
카페그대로,,영등포구,서울특별시 영등포구 대방천로 211-8,소규모,신길동,기타,127.81375508321125,38.663486926980234,123.273282,4766.174927052947
에슬로우상록점,,강남구,서울특별시 강남구 언주로98길 21,소규모,역삼동,기타,127.767711423356,38.64955878255067,90.975616,3516.1674183707573
하프커피로스터스,성수점,성동구,서울특별시 성동구 서울숲4길 12,소규모,성수동1가,기타,127.74011497224654,38.641210893655554,90.975616,3515.4079640362247
단희,,용산구,서울특별시 용산구 소월로20길 32-1,소규모,용산동2가,기타,127.7310572680924,38.63847095047867,148.794058,5749.174887636838
어빌리티커피,,노원구,서울특별시 노원구 동일로180길 61-7,소규모,공릉동,기타,127.72242723519946,38.63586037727614,90.975616,3514.921197512689
스트릿넘버502,,도봉구,서울특별시 도봉구 우이천로4길 21,소규모,창동,기타,127.7219954064638,38.63572974967143,149.785798,5787.083611866875
카페오라,,성동구,서울특별시 성동구 왕십리로14길 12-1,소규모,성수동1가,기타,127.71556547297112,38.633784703542595,101.256654,3911.927770437105
뉴노멀커피,,중구,서울특별시 중구 다산로36길 20,소규모,신당동,기타,127.68662363164606,38.62502983593867,90.975616,3513.9358823428993
커피더주다,,강남구,서울특별시 강남구 개포로28길 19,소규모,개포동,기타,127.6832079002092,38.62399658182866,208.033994,8035.104273160165
허밍비,,송파구,서울특별시 송파구 백제고분로45길 24-18,소규모,송파동,기타,127.67919917933189,38.62278394922012,115.93440600000001,4477.70951521917
놀숲화양점,,광진구,서울특별시 광진구 능동로19길 57,소규모,화양동,기타,127.64264319769961,38.61172581453797,123.273282,4759.794164842218
왓유워너,,광진구,서울특별시 광진구 능동로19길 57,소규모,화양동,기타,127.64264319769961,38.61172581453797,149.785798,5783.48816328777
디저트39,,관악구,서울특별시 관악구 봉천로7길 41,소규모,봉천동,기타,127.6219751144318,38.60547374748376,102.97567,3975.4245248145503
페이브베이커리,서울대점,관악구,서울특별시 관악구 서림길 127,소규모,신림동,기타,127.60820507891127,38.60130833048317,148.794058,5743.645310601796
마시그래이고대점,,성북구,서울특별시 성북구 고려대로24길 56,소규모,안암동5가,기타,127.57965747508587,38.59267271918624,101.256654,3907.76490846188
블랙앤크림커피바,,송파구,서울특별시 송파구 삼학사로19길 30,소규모,삼전동,기타,127.57308959195039,38.59068594347825,225.257212,8692.830324795501
메가엠지씨커피,연신내역점,은평구,서울특별시 은평구 통일로 855-15,소규모,갈현동,기타,127.54913380535268,38.58343935064211,123.273282,4756.3071996016015
모노치즈종로5가점,,종로구,서울특별시 종로구 종로 213-1,소규모,종로5가,기타,127.53600697823865,38.579468503308924,139.60393399999998,5385.845574691017
요거트퍼플,신촌점,마포구,서울특별시 마포구 백범로1길 29,소규모,노고산동,기타,127.53373133843733,38.57878012536673,114.744318,4426.6958147571595
프로젝트서울,,관악구,서울특별시 관악구 봉천로 518-4,소규모,봉천동,기타,127.53075308094176,38.57787920652845,131.33943399999998,5066.796819905815
카페후유,,동작구,서울특별시 동작구 상도로 17-8,소규모,대방동,기타,127.5233926529387,38.57565268707686,90.975616,3509.4437658088727
안나보아트카페,,강동구,서울특별시 강동구 명일로17길 9,소규모,길동,기타,127.51352934315885,38.57266904929483,115.93440600000001,4471.899474064581
카페에어,,서대문구,서울특별시 서대문구 신촌로 165-1,소규모,대현동,기타,127.46686791316698,38.558554030239875,148.794058,5737.283724771646
오늘도카페일리터,강남점,강남구,서울특별시 강남구 봉은사로34길 28,소규모,역삼동,기타,127.45793767504735,38.555852645364915,177.984272,6862.335364424549
카페파이브,,서초구,서울특별시 서초구 방배중앙로27길 38,소규모,방배동,기타,127.41605699618572,38.54318379701909,123.273282,4751.344765387765
이디야,상수역점,마포구,서울특별시 마포구 와우산로 41-1,소규모,상수동,기타,127.37672921857491,38.53128719782652,123.273282,4749.878232560658
뎁트커피,,강서구,서울특별시 강서구 화곡로53길 13,소규모,화곡동,기타,127.37081159370146,38.52949712435763,139.60393399999998,5378.869373602012
메이지커피,,관악구,서울특별시 관악구 난곡로 363-1,소규모,신림동,기타,127.36014656954299,38.52627096906739,90.975616,3504.951233593823
빽다방선유도역점,,영등포구,서울특별시 영등포구 양평로 120,소규모,양평동4가,기타,127.35945166285643,38.52606076074065,226.84399600000003,8739.40557310521
메디치에카페,,강남구,서울특별시 강남구 양재천로 189,소규모,도곡동,기타,127.31127928172565,38.51148868102294,226.84399600000003,8736.099984312013
고다방,,강남구,서울특별시 강남구 논현로4길 36,소규모,개포동,기타,127.30105596212124,38.50839614075904,115.93440600000001,4464.448032591592
더블코드,,강서구,서울특별시 강서구 방화동로3길 35,소규모,방화동,기타,127.27198446537014,38.49960205256523,225.257212,8672.313021470321
랭보,,광진구,서울특별시 광진구 동일로18길 96,소규모,자양동,기타,127.24634285314224,38.491845499770776,139.60393399999998,5373.613058688195
메가엠지씨커피보라매공원점,,영등포구,서울특별시 영등포구 여의대방로 87,소규모,신길동,기타,127.24106906220668,38.490250185191684,140.33121,5401.383381690673
엔트런스,,서초구,서울특별시 서초구 사임당로19길 72-3,소규모,서초동,기타,127.2179935548656,38.4832698756324,177.984272,6849.416772993964
스펑크커피,,성동구,서울특별시 성동구 성덕정19길 23,소규모,성수동2가,기타,127.20752815975023,38.48010410785596,164.397434,6326.030375384379
행운커피,,노원구,서울특별시 노원구 동일로180길 24,소규모,공릉동,기타,127.20751159782861,38.48009909789722,123.273282,4743.568107483029
차이관,,서대문구,서울특별시 서대문구 증가로8길 8-1,소규모,남가좌동,기타,127.18933486737686,38.47460066167852,177.984272,6847.87378925957
쿨데삭,,광진구,서울특별시 광진구 동일로26길 8,소규모,화양동,기타,127.17807561735805,38.471194753874414,140.33121,5398.709309956848
카몽,,서초구,서울특별시 서초구 서초대로42길 17,소규모,서초동,기타,127.16709317247997,38.467872579248585,101.256654,3895.1280638730614
에멘탈커피,화곡점,강서구,서울특별시 강서구 화곡로 183,소규모,화곡동,기타,127.16281104381015,38.46657724115499,131.33943399999998,5052.178482770577
메가엠지씨커피남구로역점,,구로구,서울특별시 구로구 디지털로27길 131,소규모,가리봉동,기타,127.15831787050237,38.465218062345684,225.257212,8664.567779696032
이디야북서울꿈의숲점,,성북구,서울특별시 성북구 돌곶이로41가길 2,소규모,장위동,기타,127.11423511063397,38.45188308749288,164.397434,6321.390912051827
맷차,,중구,서울특별시 중구 명동9길 17,소규모,명동1가,기타,127.10270408946731,38.4483949692865,285.224424,10966.421308839239
아모하임sns,,금천구,서울특별시 금천구 금하로9길 4,소규모,시흥동,기타,127.09552194510226,38.44622238039272,164.397434,6320.460306329935
중선에프앤비,,강남구,서울특별시 강남구 강남대로102길 25,소규모,역삼동,기타,127.09467548245888,38.44596632659534,114.744318,4411.456185996148
카페오엑스오,,종로구,서울특별시 종로구 대학로 3,소규모,효제동,기타,127.08431434718618,38.44283209727938,136.463424,5246.040496251845
이디야,신대방역점,관악구,서울특별시 관악구 난곡로 368,소규모,신림동,기타,127.08220011750755,38.44219254567958,115.93440600000001,4456.77275812099
