상호명,지점명,시군구명,도로명주소,상가유형,행정동명_추정,임대료_분류,전용면적,전용면적(평),평당임대료,추정임대료(천원)
퍼스트커피랩,당산역점,영등포구,서울특별시 영등포구 당산로49길 12,소규모,당산동6가,기타,127.08085778631619,38.441786492321434,131.33943399999998,5048.922479850342
트레이커피,,성동구,서울특별시 성동구 왕십리로 391,소규모,하왕십리동,기타,127.07091969861602,38.43878023432029,150.645306,5790.621810665932
그카페,,광진구,서울특별시 광진구 용마산로16길 18,소규모,중곡동,기타,127.06884033887154,38.4381512308281,145.984128,5611.359989364567
빈티지,,종로구,서울특별시 종로구 돈화문로6나길 28-5,소규모,봉익동,기타,127.05291333051557,38.43333333248096,101.256654,3891.6307353136917
진솔커피숍,,영등포구,서울특별시 영등포구 도림로139길 5,소규모,문래동2가,기타,127.04601202067944,38.4312456956499,177.984272,6840.157287193381
이디야,,서초구,서울특별시 서초구 서초대로48길 16,소규모,서초동,기타,127.04507785522439,38.43096311187137,225.257212,8656.85160505499
바빈스커피,고덕점,강동구,서울특별시 강동구 동남로81길 94,소규모,고덕동,기타,127.03090991149969,38.42667732818068,174.083428,6689.447715939574
커피조,,송파구,서울특별시 송파구 백제고분로22길 34,소규모,삼전동,기타,127.0083440668098,38.419851190879605,140.33121,5391.504205636076
우노비커피,,송파구,서울특별시 송파구 백제고분로22길 34,소규모,삼전동,기타,127.0083440668098,38.419851190879605,140.33121,5391.504205636076
아야커피,,강남구,서울특별시 강남구 언주로94길 11,소규모,역삼동,기타,126.99872993741627,38.41694292982524,150.645306,5787.33212324806
그릭하다,서울대입구역점,관악구,서울특별시 관악구 관악로12길 23,소규모,봉천동,기타,126.99483187396274,38.415763770936756,225.257212,8653.42784389182
커피빵앗간,,도봉구,서울특별시 도봉구 도봉로133길 20,소규모,쌍문동,기타,126.99417175751898,38.415564086611106,114.744318,4407.967701703485
우지커피건대,중문점,광진구,서울특별시 광진구 능동로13길 10,소규모,화양동,기타,126.98848106993673,38.41384266136388,208.033994,7991.385113731118
나눔카페나눔cafe,,마포구,서울특별시 마포구 토정로 226,소규모,신수동,기타,126.97648755692643,38.41021464000436,115.93440600000001,4453.06541862141
메가엠지씨커피창동,신창점,도봉구,서울특별시 도봉구 우이천로4길 31,소규모,창동,기타,126.95100812567001,38.402507146733015,131.33943399999998,5043.763552832868
아나이스플라워카페,,강동구,서울특별시 강동구 천호대로174길 20,소규모,성내동,기타,126.92634472217617,38.39504650074904,139.60393399999998,5360.099537617499
카페인중독,신촌점,마포구,서울특별시 마포구 신촌로 140,소규모,노고산동,기타,126.90260489578512,38.38786523558144,150.645306,5782.951705100928
산길,,구로구,서울특별시 구로구 구로동로 110-1,소규모,구로동,기타,126.90241993180423,38.387809284229,145.984128,5604.010864188474
테이큰커피,신사점,서초구,서울특별시 서초구 강남대로101안길 2,소규모,잠원동,기타,126.89091473299965,38.384328977252,149.785798,5749.427346552214
카페,,강동구,서울특별시 강동구 양재대로 1414,소규모,둔촌동,기타,126.89067479555965,38.384256396503005,123.273282,4731.7532631264185
오프더레코드,,은평구,서울특별시 은평구 증산로21가길 11,소규모,신사동,기타,126.88899935122814,38.38374957687341,148.794058,5711.2738607987785
그늘,,은평구,서울특별시 은평구 증산로21가길 11,소규모,신사동,기타,126.88899935122814,38.38374957687341,148.794058,5711.2738607987785
후라이드커피항아리카노,,영등포구,서울특별시 영등포구 국회대로46길 3,소규모,영등포동7가,기타,126.84011461018537,38.36896200925203,115.107956,4416.572790726655
커피하우스,,동대문구,서울특별시 동대문구 경동시장로9가길 2,소규모,제기동,기타,126.82507048410162,38.36441118159042,136.463424,5235.338909583715
비비드빈,,강남구,서울특별시 강남구 논현로150길 31,소규모,논현동,기타,126.81013374351186,38.35989283789456,148.794058,5707.724119795468
헷키,,서대문구,서울특별시 서대문구 가재울로4길 62,소규모,남가좌동,기타,126.78260698717891,38.35156603157448,101.256654,3883.35125201729
헤이커피,,관악구,서울특별시 관악구 쑥고개로 52,소규모,봉천동,기타,126.78006588233107,38.35079735081707,90.975616,3488.987413081751
수유커피집,,강북구,서울특별시 강북구 삼양로 371,소규모,수유동,기타,126.77992586603632,38.35075499607851,102.97567,3949.1946907270312
커피벌스데이,,마포구,서울특별시 마포구 와우산로29길 26-33,소규모,서교동,기타,126.74646283357863,38.3406324743114,101.256654,3882.2441565925133
이퀄디,,도봉구,서울특별시 도봉구 해등로16길 54,소규모,창동,기타,126.73335723799138,38.33666804948617,148.794058,5704.268409281993
꿈꾸는리틀피플,,성북구,서울특별시 성북구 정릉로32길 17,소규모,정릉동,기타,126.72851548083749,38.33520342453793,139.60393399999998,5351.745208755767
오살랑마켓,,도봉구,서울특별시 도봉구 도봉로143길 50,소규모,방학동,기타,126.71781543128526,38.33196667411376,140.33121,5379.171265058059
소하염전연남,,마포구,서울특별시 마포구 동교로38길 13-1,소규모,연남동,기타,126.70649140488885,38.328541171543606,285.224424,10932.23607841381
아이캔커피,,강동구,서울특별시 강동구 천호대로185길 64,소규모,길동,기타,126.66589941549255,38.31626215000682,225.257212,8631.014386171662
만랩커피,교대점,서초구,서울특별시 서초구 서초대로52길 38,소규모,서초동,기타,126.65530661037832,38.313057840879154,101.256654,3879.452041475887
넥스트페이지,,마포구,서울특별시 마포구 서강로9길 60,소규모,창전동,기타,126.6522148283072,38.31212258101131,136.463424,5228.203428112521
공차홍대창전점,,마포구,서울특별시 마포구 서강로9길 60,소규모,창전동,기타,126.6522148283072,38.31212258101131,123.273282,4722.861090947575
카페쿠바노,,마포구,서울특별시 마포구 와우산로29나길 7,소규모,서교동,기타,126.64717954375033,38.31059941428711,131.33943399999998,5031.6924432732
더코너샵,,성북구,서울특별시 성북구 동소문로26라길 25,소규모,동선동3가,기타,126.63429918022884,38.30670312185517,285.224424,10926.007333270143
샵힘이나는커피생활서소문점,,중구,서울특별시 중구 서소문로 113,소규모,서소문동,기타,126.62341966976862,38.303412084750626,164.397434,6296.982660177594
카페인하우스,,중랑구,서울특별시 중랑구 사가정로54길 31,소규모,면목동,기타,126.60714841209244,38.29849005145273,115.107956,4408.460907709059
원투데이커피,,금천구,서울특별시 금천구 남부순환로108길 11-16,소규모,가산동,기타,126.60371593998318,38.29745173331211,123.273282,4721.052567401972
스페이스,,서대문구,서울특별시 서대문구 연희로25길 68,소규모,연희동,기타,126.56026303540175,38.28430728882623,164.397434,6293.841880750529
스윗센츠,,서초구,서울특별시 서초구 양재천로 125-7,소규모,양재동,기타,126.53433859642793,38.27646518132613,164.397434,6292.552658400361
유멜로우,,은평구,서울특별시 은평구 연서로13길 20,소규모,구산동,기타,126.53304189761904,38.27607293170157,101.256654,3875.7070733240716
커피파는냥반,,강북구,서울특별시 강북구 도봉로18길 18,소규모,미아동,기타,126.53216717557427,38.27580832947373,174.083428,6663.183923465741
쥬마뺄,,마포구,서울특별시 마포구 와우산로37길 42,소규모,동교동,기타,126.52542114480224,38.273767664348185,174.083428,6662.828677485285
99밀크티,,마포구,서울특별시 마포구 와우산로29가길 79,소규모,서교동,기타,126.513766518294,38.270242155694234,102.97567,3940.9038270448577
푸르토아,,금천구,서울특별시 금천구 독산로54길 41,소규모,독산동,기타,126.50405312471219,38.26730386735803,150.645306,5764.789700893134
커피블루밍,,송파구,서울특별시 송파구 송이로28길 6,소규모,문정동,기타,126.4924049734437,38.263780317455286,208.033994,7960.167044978812
액트커피,,서초구,서울특별시 서초구 방배천로4안길 40,소규모,방배동,기타,126.3555302527835,38.222375900775454,177.984272,6802.981748809863
빽다방선정릉역,,강남구,서울특별시 강남구 봉은사로54길 9,소규모,역삼동,기타,126.34516353355285,38.21923998231981,174.083428,6653.336311676892
그린도트,,송파구,서울특별시 송파구 백제고분로17길 1,소규모,잠실동,기타,126.33165855751292,38.2151547454513,285.224424,10899.895500342214
만랩커피을지로5가점,,중구,서울특별시 중구 동호로 350,소규모,을지로5가,기타,126.32966868877396,38.214552812866465,101.256654,3869.4777519371464
다옴케이커피크레이브,답십리점,동대문구,서울특별시 동대문구 전농로 15,소규모,답십리동,기타,126.30372611586813,38.20670521987662,114.744318,4384.002333481782
메가엠지씨커피화곡남부,시장점,강서구,서울특별시 강서구 곰달래로49길 11,소규모,화곡동,기타,126.27607038445592,38.19833939877062,90.975616,3475.117456980227
서교동그카페,,마포구,서울특별시 마포구 동교로19길 66,소규모,서교동,기타,126.25876850450169,38.193105603636546,285.224424,10893.606546568406
건축다방,,중구,서울특별시 중구 남대문시장4길 34-3,소규모,남창동,기타,126.24737639386792,38.18965950567727,149.785798,5720.268624406155
투썸플레이스이수역점,,동작구,서울특별시 동작구 동작대로27길 28,소규모,사당동,기타,126.24100642451155,38.18773259861805,102.97567,3932.4073501235343
퐁치커피익스프레스회기역점,,동대문구,서울특별시 동대문구 왕산로 295-3,소규모,청량리동,기타,126.24093199448237,38.18771008363554,164.397434,6277.961548085608
빽다방강북,구청점,강북구,서울특별시 강북구 도봉로87길 48,소규모,수유동,기타,126.2322062908791,38.185070570173366,136.463424,5210.86547568749
설빙수락산역점,,노원구,서울특별시 노원구 동일로242길 32,소규모,상계동,기타,126.18183745793198,38.169834066771124,102.97567,3930.564236814581
제이스파크,,강북구,서울특별시 강북구 419로 93,소규모,수유동,기타,126.1768588234005,38.16832803660248,177.984272,6793.362079051883
플라워까페티파니,,서초구,서울특별시 서초구 양재천로 135-10,소규모,양재동,기타,126.1496827349816,38.16010730684905,115.107956,4392.531952832059
메가고대,정문점,동대문구,서울특별시 동대문구 안암로 158-1,소규모,제기동,기타,126.12593106023482,38.15292245756997,164.397434,6272.242551625477
센티넬,,강남구,서울특별시 강남구 압구정로10길 30-5,소규모,신사동,기타,126.10632542643489,38.146991780033545,101.256654,3862.636747811701
커피빈주,코리아,강남구,서울특별시 강남구 봉은사로99길 7,소규모,삼성동,기타,126.09556212945154,38.143735897347554,285.224424,10879.52510052908
다비,,성북구,서울특별시 성북구 보문로34가길 9,소규모,동선동3가,기타,126.08697875394445,38.14113943794072,114.744318,4376.479032549411
노워리즈,,성동구,서울특별시 성동구 용답중앙길 45-2,소규모,용답동,기타,126.08513937800114,38.140583029221716,164.397434,6270.213981267997
엄니커피과일분식,,광진구,서울특별시 광진구 광나루로 550,소규모,구의동,기타,126.06387696053832,38.13415117688255,225.257212,8589.992576091081
플라워카페20온스,,양천구,서울특별시 양천구 목동중앙북로16가길 3,소규모,목동,기타,126.05835205162724,38.13247989945769,139.60393399999998,5323.444207140217
이코복스커피스튜디오,신사점,강남구,서울특별시 강남구 압구정로10길 37,소규모,신사동,기타,126.05383852055273,38.13111456245167,102.97567,3926.5770699152176
참한커피,,은평구,서울특별시 은평구 연서로3가길 20,소규모,역촌동,기타,126.04926138146986,38.1297299841097,285.224424,10875.530271993219
브이요거트,목동점,양천구,서울특별시 양천구 은행정로18길 11,소규모,신정동,기타,126.04129793768077,38.127321053203694,114.744318,4374.8934514169
