geometry
POINT (952673.627488 1947457.785322)
POINT (964702.959239 1954544.117937)
POINT (943355.72357 1952029.112397)
POINT (949334.108361 1943103.289153)
POINT (957726.938688 1955705.145374)
POINT (962697.61867 1958309.207718)
POINT (959353.765612 1955827.083077)
POINT (949333.034949 1956874.582606)
POINT (950751.850564 1954285.640709)
POINT (947036.104018 1940075.612333)
POINT (957410.741362 1958248.050578)
POINT (963201.1163 1950558.770932)
POINT (961018.67741 1952653.268083)
POINT (963341.876194 1952428.624668)
POINT (962010.876668 1950459.019273)
POINT (957207.444285 1958352.756862)
POINT (962466.591767 1962800.839703)
POINT (962004.34541 1954379.138473)
POINT (947798.292202 1952083.017252)
POINT (960817.6238 1945587.978289)
POINT (944700.828018 1945356.223398)
POINT (948578.373318 1956385.928181)
POINT (957334.211016 1959898.418445)
POINT (963232.212242 1964018.180613)
POINT (948641.464998 1941504.95727)
POINT (947203.121996 1944518.920868)
POINT (965215.078205 1945551.505403)
POINT (961057.966498 1954206.198772)
POINT (961058.152559 1944616.106968)
POINT (967188.374082 1949581.883911)
POINT (957601.835433 1946861.414237)
POINT (956020.597557 1954786.220171)
POINT (963832.776118 1958311.413664)
POINT (968642.946348 1944964.106424)
POINT (966901.351875 1949866.595368)
POINT (953394.787575 1953401.328806)
POINT (949168.706874 1954148.182341)
POINT (958439.776939 1960107.395317)
POINT (952509.6117 1952866.293424)
POINT (942285.96445 1949092.54193)
POINT (964762.582989 1954524.608871)
POINT (960482.29122 1944673.935403)
POINT (949611.29844 1958569.52831)
POINT (958428.603959 1943469.176273)
POINT (955136.456729 1942773.597281)
POINT (941599.225612 1949650.136097)
POINT (955183.800146 1942947.47225)
POINT (956193.720641 1952479.060169)
POINT (963142.653155 1963747.856242)
POINT (948671.86112 1942688.397329)
POINT (961200.477797 1951865.340581)
POINT (963527.389369 1948934.040237)
POINT (961350.462594 1949174.218298)
POINT (957317.284539 1945510.726834)
POINT (948377.552484 1942938.515498)
POINT (968499.720182 1948865.852761)
POINT (945171.916 1951989.177812)
POINT (958404.021958 1944251.73611)
POINT (960299.140883 1951968.534542)
POINT (949643.281205 1955673.111539)
POINT (952612.257295 1948623.101574)
POINT (948628.154256 1941476.710989)
POINT (963111.914048 1954921.162451)
POINT (962800.66814 1955547.62835)
POINT (957900.372712 1943193.139139)
POINT (962425.005314 1957895.822166)
POINT (943474.161388 1947732.865828)
POINT (955969.502357 1956438.483424)
POINT (955354.16336 1944022.782363)
POINT (961689.985372 1950269.744083)
POINT (954676.229281 1942855.274656)
POINT (960465.326635 1964213.132539)
POINT (958612.932182 1945099.212373)
POINT (950819.951087 1946624.243202)
POINT (951565.770944 1955603.743714)
POINT (952027.376697 1951662.395629)
POINT (950567.157299 1941820.844289)
POINT (950118.13834 1953369.518571)
POINT (968752.982268 1949372.968916)
POINT (961784.309618 1950184.865689)
POINT (959757.710404 1947357.297604)
POINT (944397.918459 1949633.198157)
POINT (960389.253515 1947162.77955)
POINT (970801.844758 1951198.580123)
POINT (948984.989363 1957487.908709)
POINT (969430.515779 1943899.855821)
POINT (953660.826217 1950038.902992)
POINT (963358.7265 1943781.957641)
POINT (945545.934924 1944222.442451)
POINT (943079.99425 1948798.855787)
