기준_년분기_코드,상권_코드,상권_코드_명,평균_평일_유동인구_수,평균_주말_유동인구_수,평일_대비_주말_유동인구_비율
20191,3110324,월곡역 4번,24939.6,25105.5,1.0066520714045133
20191,3110325,장곡초등학교,167172.6,172543.0,1.0321248817090838
20191,3110326,장위동성당,49055.2,54238.0,1.1056524078996723
20191,3110327,상월곡역 2번,196395.0,200269.0,1.0197255530945288
20191,3110328,상월곡역 3번,113423.4,114736.5,1.0115769761795186
20191,3110329,우리은행체육관,65404.4,66638.0,1.0188611163774914
20191,3110330,돌곶이역 1번,121220.8,122906.0,1.0139019046236288
20191,3110331,돌곶이역 8번,169579.6,168281.0,0.9923422392787812
20191,3110332,돌곶이역 3번,29649.2,29148.0,0.9830956653130607
20191,3110333,돌곶이역 5번,151408.8,153631.5,1.0146801242728296
20191,3110334,석관중앙교회,254834.2,266801.0,1.0469591601127322
20191,3110335,석계역 7번,219995.2,223452.5,1.0157153428802081
20191,3110336,석관고등학교,74925.8,80724.0,1.0773858937775773
20191,3110337,아카데미하우스,60810.2,69091.0,1.13617452335299
20191,3110338,인수초등학교,28299.2,29315.0,1.0358950076327245
20191,3110339,국립4.19민주묘지,2969.4,3220.5,1.0845625378864416
20191,3110340,인수중학교,40482.6,43665.0,1.078611551629589
20191,3110341,북한산우이역 2번,40230.4,47344.5,1.1768339365256124
20191,3110342,국립재활원,150998.4,157975.5,1.0462064498696675
20191,3110343,무너미어린이공원,144856.4,150365.5,1.038031457360531
20191,3110344,화계중학교,36057.8,34943.5,0.9690968389641076
20191,3110345,솔밭공원역 2번,99469.2,104104.5,1.0466003546826557
20191,3110346,4.19민주묘지역 2번,73103.2,78267.5,1.070643966337999
20191,3110347,구세군강북종합사회복지관,30022.4,32740.0,1.0905190790876145
20191,3110348,강북문화예술회관,242921.4,259172.0,1.0668965352579065
20191,3110349,화계역 2번,73694.4,80670.5,1.0946625523784712
20191,3110350,가오리역 2번,107682.2,111883.0,1.0390110900408795
20191,3110351,수유북부시장옆,121331.6,128791.5,1.0614835706444157
20191,3110352,수유1동주민센터,216836.4,224840.0,1.0369107769728698
20191,3110353,수유동우체국,119612.4,130181.5,1.0883612401389824
20191,3110354,삼각산119안전센터,19892.4,22482.5,1.1302055056202367
20191,3110355,삼양사거리역 2번,253611.0,264934.0,1.0446471170414533
20191,3110356,덕수교,156860.0,167457.0,1.0675570572485018
20191,3110357,가오리역 1번,162315.6,165574.0,1.02007447220107
20191,3110358,인수동 우편취급국,182629.0,191252.5,1.0472186783041029
20191,3110359,수유시장옆,159796.6,179814.5,1.1252711259188242
20191,3110360,수유초등학교,259221.2,274061.0,1.057247632523883
20191,3110361,삼양사거리역 1번,103922.4,110703.0,1.0652467610447796
20191,3110362,우이천 계성교,202644.0,208092.5,1.026887053157261
20191,3110363,송천동주민센터,47178.2,52164.0,1.1056801658393072
20191,3110364,미아역 8번,255900.2,269262.5,1.0522168407840244
20191,3110365,미아역 5번,217288.6,224787.5,1.0345112444923479
20191,3110366,광산사거리,94976.8,96005.5,1.0108310661129876
20191,3110367,강북구청,202213.8,213532.0,1.055971451997836
20191,3110368,송천초등학교,357285.8,379734.5,1.0628312124355348
20191,3110369,성신여대운정그린캠퍼스,208752.6,225760.5,1.081473955294449
20191,3110370,도봉세무서,293268.2,289262.5,0.9863411716647082
