query,found_name,score,reviewCount
커피빈공항터미널앞점,,,
메머드익스프레스삼성도심,매머드익스프레스 삼성도심공항점,4.21,8
카페스윗,카페스윗 정릉점,,86
아침디자인그룹;삼삼오오커피공작소,,,
더벤티롯데마트월드,더벤티 롯데마트서울역점,,1
인텔리젠시아커피잠실,인텔리젠시아커피 잠실,,201
터치183,TOUCH 183,4.5,172
르씨네프리베,,,
아리디,R.ed 아리디,4.43,23
이디야커피천호초교,이디야 천호초교사거리,4.54,18
피카청담,피카 청담,,46
카페오크,카페 오크,,0
아이에스팩토리아워헤르츠,,,
바이와이제이,,,
한국에프앤비파트너스,,,
얼린,어린왕자,4.5,2
카페메리,카페 메리,,28
주희스커피,,,
컴포즈커피홍제,컴포즈커피 홍제삼거리점,,10
탐앤탐스한성대점,탐앤탐스 한성대점,4.28,14
카페미도,미도제과점,,75
올에프앤비,,,
브릭하우스,브릭하우스,4.46,255
유니크커피,유니크커피,4.38,140
광진카페,오소리 베이커리 어린이대공원 본점,,231
매머드익스프레스구로공구,매머드익스프레스 구로공구상가점,,6
이디야커피강남율현점,이디야커피 강남율현점,4.63,12
매머드익스프레스논현,매머드커피 강남구청점,4.44,22
카페로81,카페로81,,1
솔트,솔트,4.71,7
에멘탈커피,에멘탈커피 화곡점,,77
공차강남교보,공차 교보타워점,4.49,89
브랜드한남,,,
와이엠에스,,,
할리스커피강남대로논현,할리스 강남대로논현점,4.57,35
데시앙루브103-1호,,,
캐시미어커피,캐시미어커피,,295
블루마일스커피로스터즈,블루마일스커피로스터즈,,633
에슬로우대치,에슬로우 대치1호점,4.4,10
학동집,학동집,4.21,37
엘리펀트파크더엘리펀트,,,
먼프커피,먼프커피,,5
커피빈종로와이비엠별관점,,,
가까운카페,포틀리에,,57
텐퍼센트커피강남지인,텐퍼센트커피 강남지인병원점,,16
오로밋,오로밋,,23
시간이머무는홍차가게,,,
스탬피드커피,,,
커피곳간잠실,커피곳간,,12
메가엠지씨커피강남포이점,,,
컴포즈커피사당임하빌딩점,컴포즈커피 사당임하빌딩점,4.54,20
트키,트키 도산,,656
더벤티마곡역점,더벤티 강서가양점,,1
커피베이가양더리브점,커피베이 가양더리브점,4.4,1
매머드커피강서더리브골드,매머드커피익스프레스 강서더리브골드타워점,,0
카페디엠,카페 디엠,4.6,36
에크루,에크루,4.29,22
이디야삼,,,
카페게이트마곡파인,카페게이트 마곡파인스퀘어점,,2
애플토스트/커피,애플토스트커피,,1
놀숲강남교보,,,
티컵,티컵,4.58,8
낙타날다,낙타날다,5,410
강남커피,셀렉티드닉스,,"3,060"
커피스튜디오엘,커피스튜디오엘,4.39,0
도란도란카페,도란도란카페,4.5,4
터틀힙성수,터틀힙 성수,,242
디저트39금천,디저트39 가산한라원앤원점,,31
더달콤,더달콤,,2
카페마르멜로,카페 마르멜로,,47
이디야장한평군자초교점,이디야커피 장한평군자초교점,4.41,13
전광수커피하우스학동,,,
디리베,,,
매머드익스프레스송파둘레길,매머드익스프레스 송파둘레길본점,,1
브렛서울,브렛서울,4.88,99
포스트커피하우스,포스트커피하우스,4.25,49
지지커피맥주,,,
에슬로우라운지,에슬로우 라운지,4.5,15
메가MGC커피구로대륭포스트,메가MGC커피 구로대륭포스트2차점,,8
복고다방LAB,복고다방 LAB,,23
히어린커피,히어린커피,,8
수프링,수프링,4.61,472
샐러디,샐러디 국민대점,5,6
라이트닝커피,라이트닝커피 구로동점,4.35,4
아이오쓰리에이스하이앤드점,아이오쓰리 에이스하이엔드점,4.49,199
마츄피츄,마츄피츄,,317
컴포즈커피장안래미안점,컴포즈커피 장안래미안점,4.37,2
라운지클라리멘토,라운지 클라리멘토,,133
커핑,커핑,4.82,46
리드스트리트커피,READSTREET COFFEE,4.46,"1,907"
스카이래빗,스카이래빗 커피,4.48,49
컴포즈커피답십리래미안점,컴포즈커피 답십리래미안점,,2
카페239,카페239,4.35,15
비틀즈,비틀즈,4.57,30
커피빈강남역먹자골목점,커피빈 강남역먹자골목점,4.43,147
위밋,위밋,,29
커피십오일,커피십오일,,18
에이카페,에이카페,4.68,11
삼백커피오륜점,삼백커피 오륜점,4.26,59
쇼와시대,,,
메가엠지씨커피시흥한울중점,,,
카페언더우드,카페언더우드,4.75,12
식품사업부더쌍화커피,,,
빽다방망원,빽다방 망원시장점,4.26,37
옴,옴레스토랑 광화문점,4.49,337
카페티엠비티,카페티엠비티,4.25,5
더카페/서울숲SKV1,더카페 서울숲SKV1점,4.62,18
베베도넛익선,베베도넛 익선,,73
레인웨이커피,레인웨이커피,,47
카페스페찰레,,,
하우스서울,하우스서울,4.59,854
매머드익스프레스신림대학점,매머드익스프레스 신림대학점,4.32,21
바오빙,좋앗나빙수,4.39,154
엣모스피어,카페카카,4.4,619
221B,221b,4.58,29
컴포즈커피서울역부양빌딩점,컴포즈커피 서울역부양빌딩점,,5
브이모뜨,브이 모뜨,4.58,1
치카치카,치카치카,,0
매머드익스프레스양재역점,매머드커피 역삼역점,4.38,14
글루글루,글루글루,4.5,869
전광수커피에스프레소강북삼성,전광수커피에스프레소 강북삼성,4.62,0
브레댄코강북삼성,브레댄코 강북삼성병원점,4.41,8
greenmug그린머그,그린머그,,34
씨엠티지점커피민트,,,
브루클린,브루클린,4.41,66
이공커피구로,이공커피 구로중앙점,,1
이디야연신내통일로점,이디야커피 연신내통일로점,4.64,14
커피빈주,,,
레비티커스커피,레비티커스커피,4.94,12
필메이트,필메이트 강남점,,307
비밀의정원,비밀의정원,4.44,7
박스글로벌,박스글로벌,,0
제이에스위드,,,
커피빈서초부띠크모나코점,커피빈 서초부띠크모나코점,4.45,33
에이더블유씨,에이더블유씨커피,,74
비아이티,,,
팀트,팀트,4.61,156
성수동더블랙,더 블랙하우스,5,0
쎈느,쎈느Scene,4.32,"2,505"
더블유에스프레소바,,,
마님온컴퍼니,,,
파리크라상리나스선릉,,,
커피빈삼성금융플라자점,,,
카페정오,카페정오,4.73,0
잇세븐,잇세븐카페,,53
카페화림,카페화림,,0
카페어웨이,카페어웨이,,1
아로이은평,아로이타이,4.43,320
매머드익스프레스마포도화점,매머드익스프레스 마포도화점,,6
골든커피로스터스,골든커피로스터스,4.34,65
댕크,댕크,,169
한조와태연,한조와태연,4.39,12
프루데이,프루데이,,85
놀숲충무로,놀숲 종로관철점,4.46,285
일쩜오플로어커피,,,
부엉이COFFEE,부엉이COFFEE,4.47,16
커피초이스,커피초이스,5,2
커피스탑,커피스탑 광화문,4.49,40
빽다방종로경희궁의아침점,빽다방 종로경희궁의아침점,,1
무어스커피,무어스커피,,38
글리터,글리터,,98
레모커피,레몬테라스,4.33,165
더모놀로그하우스,,,
신원카페,파리바게뜨 쌍문신원점,4.3,10
텐퍼센트커피양재서초,텐퍼센트커피 양재서초구청,,7
승리,승리,,0
컴포즈커피장안,컴포즈커피 휘경주공점,,9
라페,라페,4.54,39
커피빈잠실향군,커피빈 잠실향군타워점,4.48,54
빽다방발산역플레이스점,빽다방 발산역플레이스점,4.34,23
4콤마2,,,
할리스청담삼성로점,할리스 청담삼성로점,,19
코버커피,코버커피,4.46,31
오리우,오리우,,103
함초롬유통,,,
오벨,,,
보은수산,수산물 싸다구회,,4
엠엘메가엠지씨커피가락몰점,,,
보니파시오상회,,,
한우리유통주,,,
이디야가락몰점,이디야커피 가락몰점,4.33,11
셀그린농산킹콩쥬스엔커피유,,,
커피빈문정동환인제약빌딩점,커피빈 문정동환인제약빌딩점,4.5,26
바니커피호프,바니커피호프,,1
영커피강남해커스점,영커피 강남해커스점,,32
에센스커피,에센스커피 무교점,,5
넘버링,17번지넘버링,,2
정글주스테헤란로한신점,,,
준,준,,20
매머드익스프레스선릉한신점,매머드커피 선릉한신점,4.49,6
실버빈,,,
커피코트선릉한신인터밸리점,커피코트 선릉 한신인터밸리점,4.5,42
댓커피THATCOFFEE,댓커피,4.53,420
스타커피,스타 커피,,7
쎄컨드플로어secondfloor,카페 쎄컨드 플로어,,2
커피나인역삼,커피나인 역삼점,,15
소쿠리베니스SOCURIVENICE,소쿠리베니스 역삼선릉점,,18
홈스테드,홈스테드 대학로점,4.29,168
카페동선,그릭앤샌드욤욤 동선동점,,75
커피빈여의도34번지점,,,
아티클,아티클 광화문,4.3,2
핸썸치즈카페,,,
아뜰리에마미,아뜰리에 에 마미,4.69,201
스프레이,베러댄알콜,4.69,113
포티드,포티드,4.46,823
코지휴,코지휴,,14
율곡,모자이크 베이커리 율곡점,,158
삼구칠,카페397 삼구칠,,201
이디야홍대청기와점,이디야커피 홍대청기와점,,39
오흐네,Orner,4.46,156
유니크,유니크,,0
타이거에스프레소,타이거에스프레소,4.59,125
카페오로시,카페 오로시,4.31,54
백억커피신방화역점,백억커피 신방화점,,11
블루샥서초남부점,블루샥 서초남부점,,20
노리,,,
컴포즈커피방배카페,컴포즈커피 방배카페거리점,,3
하마마베이크,하마마베이크,,67
삼옥,삼옥,,420
매머드익스프레스대방역점,매머드커피 대방역점,4.54,10
더케이에프엔비파스타다,,,
카페일루오고,카페 일 루오고,4.47,2
오페라빈에스프레소바필동점,,,
디어마이플라워,디어마이플라워,4.46,19
투썸플레이스북한산우이역점,투썸플레이스 북한산우이역점,4.48,121
높은산,높은산,4.81,558
이디야커피신월,이디야커피 목동센트럴아이파크위브점,,13
카페게이트장안래미안점,카페게이트 장안래미안점,,6
매머드익스프레스용산원효점,매머드익스프레스 용산원효점,,6
오후스커피,오후스커피,4.75,56
팔공티마곡벨리오점,팔공티 마곡벨리오점,,2
더달콩,더달콩,,2
앤드커피,앤드커피,4.57,39
커피나와,커피나와,4.38,14
이디야커피길동,이디야커피 길동역점,4.41,24
소울버튼,소울버튼,4.96,49
투썸플레이스중구YTN3점,,,
더벤티종로학원가점,더벤티 종로학원가점,4.46,22
투썸플레이스수락산역점,투썸플레이스 수락산역점,4.44,44
유우링,유우링,,425
깡철이,깡철이,4.56,18
카페산티아고,카페산티아고,,21
지속,지속가능커피문화발전협의회,,31
뜰,뜰,,91
이디야도,,,
나우커피서울시,나우커피 서울공릉점,4.67,61
로스터리카페순,,,
얌얌트레이,,,
플라잉핸즈,,,
카페열매,카페열매,,1
페이지,페이지,4.48,286
커피쿡종로,커피쿡 종로연지점,4.46,12
수프레모커피공방,수프레모커피공방,4.7,27
북촌원카페,,,
과일에반하다프루타강동,과일에 반하다 프루타 강동고덕점,,4
선유슬로우,선유슬로우,,90
살롱뒤파크,살롱 뒤 파크,4.43,45
연서의정원,연서의 정원,,"1,147"
후웨이즈텐카민,,,
디빈라운지,디빈라운지,,123
엔제리너스대학점,엔제리너스 대학동점,4.39,39
파트타임커피서플라이,파트타임 커피 서플라이,,8
난만,천진난만,,1
셀렉커피랩,셀렉커피랩,,121
코코빈스,코코빈스 영등포구청본점,4.05,190
그린레시피,그린레시피,4.78,133
파스쿠찌에스프레소바양재,파스쿠찌 에스프레소 바 양재,4.55,223
파리크라상오픈커피스테이션,,,
메타빌토스,메타빌토스,,153
내커피,광화문 내커피,4.82,8
와드커피사당,와드커피 사당방배점,,19
트로피티아일랜드,트로피티 아일랜드 한성대점,,24
동건스애견카페,,,
아다모coffee,아다모커피 장안점,4.74,7
앳더모먼트,앳더모먼트,,82
하지커피,하지커피,4.54,7
아하오호,,,
라메종드플레,,,
이디야장안동,이디야커피 장한평군자초교점,4.41,13
스테이템포,스테이 템포,,66
한남베르그도산,한남베르그 도산,,362
컴포즈커피고척,컴포즈커피 동양미래대학점,4.74,21
ㅤㄷㅣㅍ다,DEEP DA,,59
행복키움,행복키움,4.36,0
행복믿음,,,
먼치빈스,,,
빈웍스,카페빈웍스 한겨레점,4.49,0
삼원티앤비주,,,
로뎀카페,로뎀카페,4.5,2
피크니크선유,,,
홍팥집,홍팥집 양재점,4.48,441
투썸플레이스점,투썸플레이스 충정로센트럴플레이스점,4.43,34
컴포즈커피둔촌동역점,컴포즈커피 엔터식스천호점,,8
커피에반하다금천현대,커피에반하다 금천현대시장점,4.25,4
모멘트커피,모멘트커피 2호점,4.43,"1,446"
드링크박스,드링크박스,,8
오온앤숍,샌드위치 온,,25
블루보틀커피,블루보틀 삼청 카페,4.45,"2,490"
위드멍,,,
파를린베리스PARLINBERIS,파를린베리스,,31
우지커피건대,우지커피 건대중문점,,12
어리틀케틀,어리틀케틀,,240
어피스어피스,어피스앤드피스,,240
이디야커피구로역,이디야커피 구로역광장점,4.41,12
카페민트,카페민트,4.4,95
델리카시스,,,
밀리,밀리제빵소,,7
크레아찌온/탐앤탐스종로한올,,,
고아웃위드,고아웃위드,,10
카페모리,카페모리,,33
오프오프커피,오프커피 종로점,,98
블라썸컴패니언,블라썸컴패니언,4.36,23
프롬하츠커피송파배명점,,,
빽다방선정릉역점,빽다방 선정릉역점,4.53,18
컴포즈커피강남포이점,컴포즈커피 강남포이점,,6
팀푸쉬을지지점,,,
카페;바로,카페 바로,4.76,146
카페라미,카페라미,,33
그레이우드커피,그레이우드커피,4.85,580
대수롭다,카페 대수롭다,4.56,23
데이롱카페대림현대점,데이롱카페 대림현대점,,0
연더,연더,,30
커피볶는김여사간호대점,커피볶는김여사 간호대점,4.32,30
부에나비스타,부에나비스타,,46
네이밍카페커피GO!#1,네이밍카페 커피GO,4.48,22
올라F&B,,,
블룸,블룸,,5
애즈유주얼,애즈유주얼,,31
하이럽,하이럽,4.41,35
아누스,anoos,,7
담금,담금,,718
짐스하이드어웨이,짐스하이드어웨이,,117
티그라운드,티그라운드카페,4.47,41
투썸플레이스혜화,투썸플레이스 혜화대명로점,,18
밀레니엄폼,,,
히브루스김정민점,히브루스,4.62,23
루리커피,루리커피,,15
영호유통마켓,영호유통마켓,,0
웨이스트스토어,웨이스트스토어,,186
컴포즈커피개봉한진점,컴포즈커피 개봉한진점,4.25,2
비디알오,비건 카페 비디알오,,113
티위드커피,,,
어라운드홈,어라운드홈,4.21,0
레몬밀크티,티하우스레몬 신용산,4.69,107
슈퍼커피홍대,슈퍼커피 홍대입구점,,107
페이딩,,,
땡스네이처카페,땡스네이쳐카페,4.53,668
선과점,선과점,,64
프리즈커피,프리즈커피,,0
쁠랑,쁠랑,4.16,53
카페토요,카페토요,,249
소우주투썸플레이스방학역점,,,
소우주,소우주,4.44,73
아델라까드말리adellacademarley,,,
에슬로우신용산역점,에슬로우 신용산역점,,2
신용산역더벤티,더벤티 신용산역점,,21
캣츠커피용산더,,,
컴포즈커피신용산래미안점,컴포즈커피 신용산래미안점,,3
디저트39신,디저트39 부산신만덕점,,18
카페코나퀸즈,카페코나퀸즈 용산점,4.5,12
아델라까드말리,,,
커피빈신용산역래미안점,커피빈 신용산역래미안점,4.45,55
커피베이노원,커피베이 노원수락점,4.33,11
도도한댕댕,,,
볼베르,볼베르,5,281
빽다방신림,빽다방 서원역점,,5
픽셀커피랩,픽셀커피랩,,25
만능커피,만능커피,,1
더쌍화종로3가,더쌍화 인사동점,,38
메가엠지씨커피성북세무서점,,,
커피빈동교동삼거리,커피빈 동교동삼거리점,4.46,47
오슬로우성대점,오슬로우 성대점,,2
심플라운지,심플라운지,,13
커피앤키,커피앤키,4.14,2
서울북카페욕망의북카페,,,
코코베이글앤,,,
셀람,카페셀람,4.21,32
제주커피집케이터링,,,
고품격커피공장서일점,고품격커피공장 서일점,4.88,5
오렌지타로,,,
커피빈청담카페점,커피빈 청담카페점,4.43,47
파란만잔가산한라원앤원점,파란만잔 가산한라원앤원점,,50
디저트39가산한라원앤원점,디저트39 가산한라원앤원점,,31
메가엠지씨커피가산한라원앤원점,,,
매머드익스프레스한라원앤원,매머드익스프레스 한라원앤원타워점,,3
커피나인한라원앤원,커피나인 한라원앤원점,,10
도노커피한라원앤원타워,,,
스테이커피,스테이커피,4.38,18
현빈옆집커피,현빈옆집커피,4.59,3
슬로미,슬로미,,100
그래커피,그래커피,4.45,1
오디오시요거트,오디오시요거트,4.92,158
매머드익스프레스영등포이앤씨점,매머드익스프레스 영등포이앤씨점,,8
비트커피이앤씨드림,비트커피 이앤씨드림타워점,,8
블레스유컴퍼니,,,
커피사피엔스이앤씨드림,,,
메가엠지씨커피영등포이앤씨,,,
마포복사꽃공원점빽다방,빽다방 마포복사꽃공원점,4.46,35
젬스커피,젬스커피,4.4,4
카페그라노,카페그라노,4.52,68
아난티강남,아난티 앳 강남 베케트,,203
벙커컴퍼니,벙커컴퍼니,4.52,480
씨커,씨커커피,4.19,2
카페홈즈중곡역점,카페홈즈 중곡역점,,9
과일ㅤㅅㅑㅍcafe리치,,,
카페휘난,카페휘난,,9
나무요일,나무요일,,89
메가엠지씨커피화곡본동,메가엠지씨커피 화곡곰달래점 (MEGA MGC COFFE,,4
데바스테이트청담,데바스테이트,4.43,404
어프리시티,어프리시티 청량리점,,49
빽다방구의,빽다방 구의역점,4.38,18
카페빌라드그릭,,,
이디야하나로마트,이디야커피 창동하나로마트점,,1
유어홈커피로스터스,유어홈커피,4.78,219
공일일커피호프,,,
커피빈영동점,커피빈 영동점,4.46,64
애프터즈테이블,애프터즈테이블,,47
갤러리카페모짜르트,갤러리카페모짜르트,4.57,76
커피오름,커피오름,4.86,14
서른커피,서른커피,,5
그릭데이경희대점,그릭데이 경희대점,4.86,122
위톈탕수이,위톈탕수이,,1
맨케이브커피,,,
투썸플레이스답십리사거리,투썸플레이스 답십리사거리점,4.36,19
메가엠지씨커피중대,,,
케머스경리단그집,,,
컴포즈커피화곡8동점,컴포즈커피 화곡8동점,,5
카페끌라시코,카페끌라시코,4.5,36
서초커피,프릳츠 양재점,4.51,"2,770"
이씨상회,,,
엘나인,,,
페이브먼트,페이브먼트,,148
베르,베르,,0
카페엘리에나,카페 엘리에나 베이커리 커피,,1
파스쿠찌종로,파스쿠찌 종로본점,,12
커피빈올림픽공원북2문앞점,커피빈 올림픽공원북2문앞점,4.54,49
탐앤탐스블랙청담점,,,
드롭탑,드롭탑 홍대점,,61
루틴잇routineit,,,
콜프로스터스,콜프로스터스 방이점,,68
세비,세비그린,,0
초록달,다도살롱 초록달 3호점,,61
피피커피,피피커피,4.57,245
메이크커피,메이크커피,,33
오키드고멧,오키드고멧 안국,,212
회화나무,회화나무,4.42,437
육공사,604seoul,,660
마나올라나,마나올라나,4.53,354
에든버르,,,
퍼스트엠버,,,
헬로우데어,헬로우데어,,51
희희잇,희희잇,,324
다과정,다과정,4.73,135
스파츠,스파츠,,355
메머드익스프레스신사가로수길점,매머드익스프레스 압구정역점,,7
베이스캠프식스,,,
비아인키노주,,,
타이거타이거카페,타이거타이거카페,,28
이디야IBK,이디야커피 IBK본점,,27
컴포즈커피기업은행,컴포즈커피 기업은행본점,,4
윈야드,윈야드 다산,,786
수인푸드,,,
요거트맨,요거트맨 종로서적점,4.6,205
커피의향기,커피의향기,4.32,4
메가엠지씨커피래미안대치,,,
커피빈코리아논현동팍스,커피빈 논현팍스타워점,4.41,37
샵커피,스타벅스 미아뉴타운점,4.38,93
데이롱카페화곡,데이롱 카페 화곡오거리점,,7
카쩨,카쩨,,36
오븐에오분,오븐에오분,,90
바나프레소장한평역점,바나프레소 장한평역점,,16
듀콘,,,
커피사피엔스가산한라원앤원점,커피사피엔스 가산 한라원앤원점,,3
벤티프레소가산한라원앤원점,벤티프레소 가산 한라원앤원점,,4
바나프레소대치,바나프레소 대치역점,4.48,14
팽페르뒤,팽페르뒤 연남,,535
두리몰,두리네 일번가지하쇼핑몰점,,3
메가엠지씨커피묵동장미점,,,
소소하게,소소하게,,175
더치앤빈구로동점,더치앤빈 구로동점,4.44,2
파운드커피,파운드커피 고대하나스퀘어점,,4
자코커피,자코커피,4.57,10
수애뇨339,수애뇨339,4.08,186
빽다방정릉,빽다방 돈암아리랑점,4.64,14
사사,카페사사,,801
고이스트,만랩커피,,536
바람쐬다,바람쐬다,,1
제이엠지아이엔씨3,,,
카페진,카페진,4.77,24
학산테라로사커피양재역지점,,,
미커피,미커피,,0
솜고래다방,,,
매머드익스프레스잠실종합운동장점,매머드익스프레스 잠실종합운동장점,,7
앤픽스이노베이션,,,
5빠,부산어묵 정릉아리랑점,4.25,1
콜롬비아스페셜티커피,콜롬비아스페셜티커피,4.28,48
문식빵,문식빵,,17
커피볶는아침컴퍼니,커피볶는아침컴퍼니,,20
메가후르츠경복궁역점,,,
에슬로우GS,에슬로우 GS타워점,4.42,23
카페테라,카페테라,4.49,71
글린커피,Glyn.,4.68,109
왁카노,,,
더벤티석촌,더벤티 석촌중앙점,,4
메가엠지씨커피강남면허시험장점,,,
와드커피수유,와드커피 수유사거리점,,9
혜원출판사,,,
블루로그,블루로그,,34
카페수달,카페 수달,,"1,151"
탐앤탐스성수,탐앤탐스 성수1호점,4.26,33
카페드노보,카페드노보,4.75,38
엔제리너스GS이수역D/I/점,,,
티프,티프 동대문,,"1,613"
조선커피FACTORY,조선커피 FACTORY,4.59,12
청그릭,청그릭,,90
돈우정.빽다방역삼GS점,,,
빽다방GS점,빽다방 역삼역GS점,4.43,14
빽다방역삼GS점,빽다방 역삼역GS점,4.43,14
돈우정;빽다방역삼GS점,,,
스윗,카페스윗 정릉점,,86
빽다방독산,빽다방 독산롯데점,4.49,45
벤티프레소시티렉스,,,
공차금천,공차 가산디지털단지점,4.47,46
빽다방석촌호수단길점,빽다방 석촌호수단길점,,1
베티버,베티버 성수,4.69,676
시크릿메이트샤리마,마이시크릿메이트,,217
온즈,온즈,,7
해피스마일,해피스마일,,9
텐퍼센트커피신사역점,텐퍼센트커피 신사역점,,5
카페슬슬,카페슬슬,,4
그루비,그루비,,77
카페차이로하,카페차이로하 강남점,,13
지유엔유,,,
글로리아진스커피여의도점,,,
카페1993,CAFE1993,4.2,39
티씨케이컴퍼니TCKCompany,티씨케이컴퍼니,4.62,1
로버스트파트너스,,,
너를봄,너를봄,4.44,37
메가엠지씨커피일원맛의,,,
테어커피로스터스,테어커피로스터스,4.29,15
컴포즈커피마곡리더스,컴포즈커피 마곡리더스타워점,,9
빽다방마곡리더스,빽다방 마곡리더스타워점,,2
인디에어,인디에어,4.61,117
란스,라프란스,4.7,580
코바늘스토리,코바늘스토리 회현지하쇼핑센터점,4.33,1
도서출판에이앤에이,,,
츄로'SCOFFEE&ICECREAM,츄로' S Coffee&lce cream,,109
카페삼삼,카페33,4.56,4
원스보드게임카페,,,
세이레스커피,카페 세이레스,,313
어반81,어반81,4.56,208
포니테일,,,
할리스커피남부,할리스 남부터미널점,4.26,39
환원당,환원당,,851
마띠나,마띠나,,7
카우치소셜,카우치소셜,,120
시티카메라,,,
맛짱푸드,,,
프리모,프리모,4.63,480
커피마켓,커피마켓,4.3,339
투썸플레이스신사세로수길점,투썸플레이스 신사세로수길점,4.45,26
카페차차라모,카페차차라모,4.36,7
카페필,카페필,,0
티씨종로3가,,,
카페담아드림,카페담아드림,,0
라스베이글여의도IFC몰,라스베이글 여의도IFC몰점,,45
그라놀로지여의도,그라놀로지 여의도 IFC점,4.44,57
일리카페IBM점,,,
매머드익스프레스여의도아이에프씨몰점,,,
플로리다후르츠,플로리다후르츠 IFC몰,,125
그레이드비,그레이드비 카페,,39
또와,또와,4.48,7
빽다방중화동제일,빽다방 중화동제일시장점,,4
매니폴드,,,
심온사회적협동조합,,,
러블루,러블루,4.48,21
와우만화카페,와우만화카페,,4
앤드커피점,앤드커피,4.55,6
테이퍼드커피스탠드,테이퍼드커피 스탠드마포,,21
커피사피엔스공덕,커피사피엔스 공덕파크팰리스점,,17
매머드익스프레스익선동점,매머드커피 성균관로점,,2
경복궁,경복궁 한옥마을점,4.2,904
서촌다방,서촌다방,4.33,44
남산분식당,명동교자 분점,4.43,"2,507"
커피쉬,커피쉬,4.38,43
찹찹프레쉬,찹찹프레쉬 성신여대점,,4
무림만화카페,,,
큐커피,큐커피,4.56,320
서울소사이어티클럽,서울 소사이어티 클럽,,31
커피나인강남비엘,커피나인 강남비엘,,2
커피볶는김대리,커피볶는김대리,,66
한화비앤비주,,,
쥬스샵,커피에반하다 길음뉴타운점,4.65,4
옥돌커피,옥돌커피,,80
신신카페,신신카페,,19
로매지크연남점,,,
제트커피,제트커피,4.24,18
컴포즈커피논현스마일점,컴포즈커피 논현스마일점,,20
커피수기,커피수기,4.38,0
햇살속으로,,,
쿠잉,쿠잉,4.48,94
더보이즈커피,,,
로스터리락온1호점,로스터리 락온 DMC 1호점,,13
크레이저커피,크레이저커피 외대점,4.62,151
테라포커스,,,
소티프커피,,,
나도주스,나도쥬스,,116
오푸,오푸,,241
플로렛,플로렛플라워카페,4.6,151
모카라비아,모카라비아,4.67,6
나무카페,나무카페,4.19,5
헤베커피,헤베커피,4.56,484
레몬트리카페,레몬트리카페,,9
바람팩토리,,,
투썸플레이스뱅뱅,투썸플레이스 뱅뱅사거리점,4.46,47
카페LOL,카페LOL,4,0
디저트39서울대,디저트39 서울대벤처타운역점,,3
메가엠지씨커피마곡공진초점,,,
감성커피마곡역점,감성커피 마곡역점,,32
빽다방이태원경리단길점,빽다방 이태원경리단길점,,7
이피1.커피,이피1.커피,,3
엔더블유투비,엔더블유투비,,1
서로하,서로하,,1
더치터치,더치터치,4.48,16
민들레커피숲,,,
코그.,카페코그,,20
로마노에스프레소바,카페 로마노,,390
그레이덕,그레이덕,,3
이디야커피구로역점,이디야커피 영등포 에이스점,4.51,15
스트릿,스트릿 여의도 현대파크원점,4.42,272
카닌,카닌,,39
생각이나서,생각이나서 방배본점,,191
카페소고,카페소고 2호점,4.58,229
알레그리아케이스퀘어시티점,,,
필라스에어,,,
카페달꼬미,달꼬미 논현점,,95
파퓰러,파퓰러커피로스터스,4.73,228
플럼비,플럼비 미아점,,3
바나타이거암사역점,바나타이거 암사역점,,5
볼트커피바#2,볼트커피바 양재점,,3
아이오쓰리,아이오쓰리 성수사거리점,4.56,166
에이시스커피하우스,에이시스 커피하우스,4.5,67
프롬커피,프롬커피,,5
퍼스트페이지일상문화협동조합,,,
리이슈커피로스터스,리이슈커피로스터스,4.58,131
블루마운틴,블루마운틴,4.02,9
청호휘카페까치산역점,,,
잼커피,잼커피,4.11,32
커피쿡,커피쿡 종로연지점,4.46,12
코앤커피,코앤커피,4.37,6
매머드익스프레스구로에이스하이엔드1차점,매머드커피익스프레스 구로에이스하이엔드1차점,,1
코너브루,코너브루,,18
빽다방태극당점,빽다방 강남역태극당점,4.33,45
제이에스아트테인먼트,,,
굿잡카페인,,,
워너커피가로수길점,워너커피 가로수길점,4.42,56
카페인사이트,카페인사이트,,5
에스지스페이스원스타커피점,,,
로스트앤코,로스트앤코,,1
힛더커피,힛더커피,4.56,8
카페홀릭,카페홀릭,,1
매머드익스프레스가산SJ테크노빌점,매머드익스프레스 가산SJ테크노빌점,,9
티블랙,99도블랙버블티,4.3,7
25그램,25그램 프로틴도넛 카페,4.58,12
화동커피,포스톤즈 삼청점,,93
엠엠티에이치013,,,
매스커피,매스커피 압구정점,4.58,15
카페일마지오서울북부지법등기국점,,,
떼르드카페,떼르드카페 현대백화점 목동점,,150
매머드익스프레스약진통상점,매머드커피익스프레스 약진통상점,,1
로딩,로딩,,0
블랙몽키2,블랙몽키 2호점 마장역점,4.44,32
천씨씨커피서울방화점,천씨씨커피 방화점,,7
데바40,,,
커피스미스에프씨종로지점주,,,
충무,국밥사령부 창원진해본점,4.61,543
키에르커피,,,
이디야강서점,이디야커피 염창동점,,1
아바갤러리,아바갤러리카페,,20
김민혁커피,,,
셰퍼드커피,,,
카페스텔라,카페 스텔라,4.32,24
커피588,커피588,4.29,10
안녕크로플,안녕크로플,,6
청맥,청맥,4.42,4
메타트레이딩컴퍼니,,,
라스팔마스강서,라스팔마스 강서구청점,,4
일리카페미래에셋대우점,일리카페 미래에셋증권점,4.32,6
은소와,은소와,,56
나리당,나리당,,25
컴포즈커피논현영동,컴포즈커피 논현영동시장점,4.45,8
그린아이,현대그린푸드 현대아이파크몰,3.95,0
